Class,Species,Jap_name,Date,Season,Region,Site,Point,Lat,Long,Depth,Cover,DW_g_m2,Source,Person
Chlorophyta,Desmarestia viridis,Keurujigusa; Habamodoki,2018/5/24,Flourish,NorthJapanSea,Sado,L-16,38.01893056,138.2179694,12,0,2.61,Sadochiku_mobachosa,Hamaoka
Chlorophyta,Desmarestia viridis,Keurujigusa; Habamodoki,2018/5/24,Flourish,NorthJapanSea,Sado,L-16,38.01893056,138.2179694,20,,,Sadochiku_mobachosa,Hamaoka
Phaeophyceae,Padina spp.,Umiuchiwa,2023/6/27,Flourish,CentralPacific,Kamogawa,Kominato,35.120536,140.184586,1.5,90,448,BC_project,Sato
Phaeophyceae,Padina spp.,Umiuchiwa,2023/6/27,Flourish,CentralPacific,Kamogawa,Kominato,35.120536,140.184586,1.5,80,336,BC_project,Sato
Phaeophyceae,Padina spp.,Umiuchiwa,2023/6/27,Flourish,CentralPacific,Kamogawa,Kominato,35.120536,140.184586,1.5,60,96,BC_project,Sato
Phaeophyceae,Padina spp.,Umiuchiwa,2023/6/27,Flourish,CentralPacific,Kamogawa,Kominato,35.120536,140.184586,1.5,20,32,BC_project,Sato
Phaeophyceae,Padina spp.,Umiuchiwa,2023/6/27,Flourish,CentralPacific,Kamogawa,Kominato,35.120536,140.184586,1.5,40,112,BC_project,Sato
Phaeophyceae,Padina spp.,Umiuchiwa,2023/6/27,Flourish,CentralPacific,Kamogawa,Kominato,35.120536,140.184586,1.5,90,400,BC_project,Sato
Phaeophyceae,Padina spp.,Umiuchiwa,2023/6/27,Flourish,CentralPacific,Kamogawa,Kominato,35.120536,140.184586,1.5,60,240,BC_project,Sato
Phaeophyceae,Dictyota dichotoma,Amizigusa,2024/4/11,Flourish,CentralPacific,Shimoda,ShimodaMarineStation,34.665839,138.943473,4,90,274.016,BC_project,Sato
Phaeophyceae,Dictyota dichotoma,Amizigusa,2024/4/11,Flourish,CentralPacific,Shimoda,ShimodaMarineStation,34.665839,138.943473,4,60,170.032,BC_project,Sato
Phaeophyceae,Dictyota dichotoma,Amizigusa,2024/4/11,Flourish,CentralPacific,Shimoda,ShimodaMarineStation,34.665839,138.943473,4,40,144.176,BC_project,Sato
Phaeophyceae,Dictyota dichotoma,Amizigusa,2024/4/11,Flourish,CentralPacific,Shimoda,ShimodaMarineStation,34.665839,138.943473,4,20,56.4,BC_project,Sato
Phaeophyceae,Dictyota dichotoma,Amizigusa,2024/4/11,Flourish,CentralPacific,Shimoda,ShimodaMarineStation,34.665839,138.943473,4,100,479.12,BC_project,Sato
Phaeophyceae,Dictyota dichotoma,Amizigusa,2024/4/11,Flourish,CentralPacific,Shimoda,ShimodaMarineStation,34.665839,138.943473,4,5,14.32,BC_project,Sato
Rhodophyta,Pterocladiella tenuis,Tengusa,2024/4/11,Flourish,CentralPacific,Shimoda,ShimodaMarineStation,34.665839,138.943473,4,0,14.144,BC_project,Sato
Rhodophyta,Gelidium elegans; Pterocladiella tenuis; Gelidium japonicum; Rhodymenia intricata,Tengusa,2024/4/11,Flourish,CentralPacific,Shimoda,ShimodaMarineStation,34.665839,138.943473,4,0,0.112,BC_project,Sato
Rhodophyta,Gelidium elegans; Pterocladiella tenuis; Gelidium japonicum; Rhodymenia intricata,Tengusa,2024/4/11,Flourish,CentralPacific,Shimoda,ShimodaMarineStation,34.665839,138.943473,4,40,146.656,BC_project,Sato
Rhodophyta,Pterocladiella tenuis,Tengusa,2024/4/11,Flourish,CentralPacific,Shimoda,ShimodaMarineStation,34.665839,138.943473,4,20,79.424,BC_project,Sato
Rhodophyta,Pterocladiella tenuis,Tengusa,2024/4/11,Flourish,CentralPacific,Shimoda,ShimodaMarineStation,34.665839,138.943473,4,1,24.528,BC_project,Sato
Rhodophyta,Gelidium elegans,Tengusa,2024/4/11,Flourish,CentralPacific,Shimoda,ShimodaMarineStation,34.665839,138.943473,4,95,749.584,BC_project,Sato
Rhodophyta,Kallymenia perforata,Tsukasaami,2023/6/6,Flourish,SuthernPacific,TokushimaKaiyocho,Shishikui,33.559791,134.313346,2,70,127.9325158,BC_project,Sato
Rhodophyta,Kallymenia perforata,Tsukasaami,2023/6/6,Flourish,SuthernPacific,TokushimaKaiyocho,Shishikui,33.559791,134.313346,2,90,170.5766877,BC_project,Sato
Rhodophyta,Kallymenia perforata,Tsukasaami,2023/6/6,Flourish,SuthernPacific,TokushimaKaiyocho,Shishikui,33.559791,134.313346,2,50,97.47239296,BC_project,Sato
Rhodophyta,Kallymenia perforata,Tsukasaami,2023/6/6,Flourish,SuthernPacific,TokushimaKaiyocho,Shishikui,33.559791,134.313346,2,10,18.27607368,BC_project,Sato
Rhodophyta,Kallymenia perforata,Tsukasaami,2023/6/6,Flourish,SuthernPacific,TokushimaKaiyocho,Shishikui,33.559791,134.313346,2,100,402.073621,BC_project,Sato
